ABF	abej.'Ef
gusć	gusts+
gwałt	gwawt
góc	gEts
gód	gEt
gódł	gEt
gój	gEI
gójc	gEIts
gójm	gEIm
gójt	gEIt
gójł	gEIw
gójś	gEIs+
gójš	gEIs`
gól	gEl
gólc	gElts
gón	gEn
gónk	gENk
gór	gEr
górc	gErts
górš	gErs`
gósć	gEsts+
gózd	gEst
gózdź	gEsts+
góń	gEJ
góŕ	gEr*j
góź	gEs+
gła	gwa
głach	gwax
gładc	gwats
głam	gwam
głaź	gwas+
głažk	gwas`k
głod	gwOt
głog	gwOk
głos	gwOs
głosk	gwOsk
głow	gwow
głoź	gwOs+
głožk	gwOs`k
głu	gu
głub	gup
głum	gum
głup	gup
głuš	gwus`
gły	gw3/*+
ha	ha
ham	ham
hamk	hamk
hamp	hamp
hap	hap
haw	haw
haš	has`
heb	?Ep
hej	?ej
hertz	hErts$
hi	haI$
high	haI$
his	h1s$
hit	h1t$
hoj	?OY
hol	?Ol
hops	?Ops
hort	hOrt
hot	?Ot
how	?ow
hu	?u
huj	?uj
hunt	?unt
hur	?ur
huŕ	?ur*j
huš	?us`
hušk	?us`k
hych	?3/*+x
hymp	?3/*+mp
hyn	?3/*+n
hyt	?3/*+t
hyś	?3/*+s+
i	i
in	1n$
ip	aI'pi$
ja	ja
jagń	jagJi$
jaI	jaI
jak	jak
jan	jan
jasń	jasJi$
jatš	jats`
jaw	jaw
jaz	jas
jazw	jaz
jazz	dZE:s$
jašć	jas+ts+
jaž	jas`
je	jE
jeb	jEp
jej	jej
jen	jEn
jet	dZEt$
ješć	jEs+ts+
jež	jEs`
jgrach	jgrax
jgram	jgram
jgrow	jgrow
jgru	jgru
jgry	jgr3/*+
jgrě	jgrI
jich	jix
jim	jim
jo	jO
job	dZOp$
jod	jot$
jsach	jsax
jsam	jsam
jsow	jsow
jsu	jsu
jsy	js3/*+
ju	ju
jug	juk
juks	j}ks$
jusk	jusk
juž	jus`
jě	jI
jědł	jIt
jěm	jIm
jěst	jIst
jěsć	jIsts+
jěsń	jIsJi$
jět	jIt
jětś	jIts+
jětš	jIts`
jěz	jIs
jězd	jIst
jězdź	jIsts+
jěł	jIw
jěś	jIs+
jěš	jIs`
jěź	jIs+
jśmach	js+max
jśmam	js+mam
jśmow	js+mow
jśmu	js+mu
jśmy	js+m3/*+
jśmě	js+mI
jśpach	js+pax
jśpam	js+pam
jśpow	js+pow
jśpu	js+pu
jśpy	js+p3/*+
jśpě	js+pI
jžrach	jz`rax
jžram	jz`ram
jžrow	jz`row
jžru	jz`ru
jžry	jz`r3/*+
jžrě	jz`rI
kBit	kab1t$
kaI	kaI
kak	kak
kakž	kaks`
kalk	kalk
kap	kap
karst	karst
kat	kat
kawč	kawts`
kaz	kas
kazń	kazJ
kał	kaw
kaš	kas`
kašć	kas+ts+
kaź	kas+
kaž	kas`
kbit	kab1t$
keks	ke:ks$
kenž	k*jEns`
kep	k*jEp
kerk	k*jErk
keł	k*jEw
keŕ	k*jEr*j
khan	ka:n$
kib	kip
kic	kits
kick	k1k$
kij	ki
kijk	kijk
kil	kil
kilt	k1lt$
kim	kim
kimž	kims`
king	kiN$
kip	kip
kirc	kirts
kis	kis
kisć	kists+
kitš	k1ts`$
kiw	kiw
kiš	kis`
kjarc	kjarts
kjarl	kjarl
kjarm	kjarm
kjawc	kjawts
kjeŕ	kjEr*j
klak	klak
klamp	klamp
klap	klap
klapc	klapts
klapk	klapk
klask	klask
kle	kl*jE
klejd	klejt
klek	kl*jEk
klep	kl*jEp
klepc	kl*jEpts
kliff	kl1f$
klij	kli
klimp	klimp
klin	klin
klinc	klints
klink	kliNk
kliń	klin
klock	klOtsk
klon	klOn
klops	klOps
klown	klawn$
klub	kl}p$
kluc	kluts
kluk	kluk
kluź	klus+
klěb	klIp
klěbk	klIpk
klěc	klIts
klěj	klej
klějc	klejts
klět	klIt
klěwk	klIwk
klěł	klIw
klěś	klIs+
klěšć	klIs+ts+
kmjeń	kme*^EJ
kmótš	kmEts`
knap	knap
knecht	knExt
knorc	knOrts
knorp	knOrp
knybŕ	kn3/*+br*j
knyp	kn3/*+p
knypk	kn3/*+pk
kněz	kJIs
knězk	kJIsk
kněž	kJIs`
kněžk	kJIs`k
koks	koks$
konk	kONk
kop	kOp
kopc	kOpts
kopr	kOpr
kopt	kOpt
kopś	kOps+
kopš	kOps`
kord	kOrt
kork	kOrk
korps	kOr$
kost	kOst
kow	kow
koł	kow
kołc	kowts
kołk	kowk
kołp	kowp
krad	krat
kraI	kraI
kral	kral
kramp	kramp
kran	kran
krawl	krawl
krejs	krejs
krejz	krejs
krep	krEp
kric	krits
krick	kritsk
kril	kr1l$
krja	kr*ja
krjach	kr*jax
krjak	kr*jak
krjam	kr*jam
krjom	kr*jOm
krjow	kr*jow
krju	kr*ju
krjuz	kr*jus
krjuź	kr*jus+
krot	krOt
krotc	krOts
krow	krow
kroś	krOs+
kroš	krOs`
kruž	krus`
kružk	krus`k
krě	krI
kska	kska
kskach	kskax
kskaI	kskaI
kskam	kskam
kskat	kskat
kskał	kskaw
kskaś	kskas+
kskaš	kskas`
ku	ku
kub	kup
kubk	kupk
kul	kul
kult	k}lt
kumst	kumst
kumšt	kums`t
kup	kup
kupc	kupts
kupr	kupr
kurc	kurts
kurs	k}rs$
kus	kus
kusk	kusk
kut	kut
kuŕ	kur*j
kuš	kus`
kušk	kus`k
kwant	kwant
kwantś	kwants+
kwarc	kwarts
kwark	kwOrk$
kwart	kwart
kwas	kwas
kwasń	kwasJi$
kwic	kwits
kwick	kwitsk
kwis	kw1s$
kwist	kwist
kwisć	kwists+
kwit	kw1t$
kwitł	kwit
kwiś	kwis+
kwět	kwIt
kwětk	kwItk
kyrc	k3/*+rts
kóc	kEts
kólń	kElJ
kórb	kErp
kórc	kErts
kós	kEs
kósm	kEsm;
kósć	kEsts+
kót	kEt
kótł	kEt
kóz	kEs
kóń	kEJ
kóńc	kEJts
kóńck	kEJtsk
kóś	kEs+
kóš	kEs`
kóšk	kEs`k
kła	kwa
kłach	kwax
kład	kwat
kładk	kwatk
kładł	kwat
kłam	kwam
kłast	kwast
kłasć	kwasts+
kłaź	kwas+
kłek	kwEk
kłoj	kwOY
kłojm	kwOYm
kłojt	kwOYt
kłojł	kwOYw
kłojś	kwOYs+
kłojš	kwOYs`
kłom	kwOm
kłopc	kwOpts
kłos	kwOs
kłosk	kwOsk
kłow	kwow
kłoń	kwOJ
kłoś	kwOs+
kłu	kwu
kłub	kwup
kłubk	kwupk
kłud	kwut
kły	kw3/*+
kłyk	kw3/*+k
kśaź	ks+as+
kśew	ks+Ew
kśic	ks+its
kśik	ks+ik
kśip	ks+ip
kśiw	ks+iw
kśiwź	ks+iws+
kśižk	ks+is`k
kśud	ks+ut
kśuź	ks+us+
kśě	ks+I
kśěch	ks+Ix
kśěj	ks+ej
kśěk	ks+Ik
kśěn	ks+In
kśět	ks+It
kśěł	ks+Iw
kśěś	ks+Is+
kšac	ks`ats
kšack	ks`atsk
kšaI	ks`aI
kšam	ks`am
kšas	ks`as
kšasń	ks`asJi$
kšaw	ks`aw
kšej	ks`ej
kšet	ks`Et
kšetk	ks`Etk
kšoc	ks`Ots
kšom	ks`Om
kšup	ks`up
kšuś	ks`us+
kšwi	ks`wi
kšwjach	ks`wjax
kšwjam	ks`wjam
kšwje	ks`we*^E
kšwjow	ks`wjow
kšwju	ks`wju
kšwě	ks`wI
kšyj	ks`3/*+j
kšylc	ks`3/*+lts
kšyt	ks`3/*+t
kšyw	ks`3/*+w
kšył	ks`3/*+w
kšyś	ks`3/*+s+
kšyśc	ks`3/*+s+ts
la	la
lac	lats
lack	latsk
laIk	laIk
lak	lak
laks	laks
lan	lan
land	lant
lank	laNk
lap	lap
laps	laps
larb	larp
lasć	lasts+
lasń	lasJ
lat	lat
law	law
lawk	lawk
lał	law
laś	las+
laš	las`
lašk	las`k
laž	las`
lažc	las`ts
lej	lej
lejk	lejk
len	l*jEn
lenk	l*jENk
leś	l*jEs+
li	li
lic	lits
lich	lix
lift	l1ft
lim	lim
lin	lin
link	liNk
lip	lip
lipk	lipk
list	list
listk	listk
liń	liJ
liž	lis`
lod	lOt
lodk	lOtk
log	lOk
lok	lOk
lom	lOm
lomk	lOmk
lon	lOn
lonk	lONk
lord	lOrt
los	lOs
lot	lOt
lub	lup
lud	lut
ludk	lutk
luft	l}ft
luks	l}ks
lump	l}mp
lumpk	l}mpk
lunch	lantS
lurc	lurts
lutk	lutk
lušt	lus`t
luź	lus+
luźk	lus+k
lěc	lIts
lěd	lIt
lěp	lIp
lěpš	lIps`
lěs	lIs
lěsk	lIsk
lět	lIt
lětń	lItJ
lěz	lIs
lězt	lIst
lězć	lIsts+
lězł	lIs
ma	ma
mach	max
mack	matsk
maI	maI
maIs	maIs
mak	mak
mam	mam
mamk	mamk
man	man
mar	mar
mark	mark
marsk	marsk
marsć	marsts+
marš	mars`
maršć	mars+ts+
mat	mat
match	mEts`$
mawt	mawt
maz	mas
mań	maJ
mańtš	maJts`
mańš	maJs`
maś	mas+
maš	mas`
mašk	mas`k
maž	mas`
mech	mEx
mej	mej
mejl	mejl
mešk	mEs`k
mil	mil
milń	milJ
min	min
miss	m1s
mjac	mjats
mjack	mjatsk
mjast	mjast
mjasć	mjasts+
mjatł	mjat
mjawc	mjawts
mjaz	mjas
mjelc	me*^Elts
mjerw	me*^Erw
mjeńk	mejNk
mjeś	me*^Es+
mjod	mjOt
mjodk	mjOtk
mlac	mlats
mlack	mlatsk
mlanc	mlants
mlat	mlat
mlał	mlaw
mlaś	mlas+
mlej	mlej
mlinc	mlints
mlě	mlI
mnich	mJix
mnišk	mJis`k
mnjo	mJO
množ	mnOs`
mnu	mnu
moch	mOx
mok	mOk
mokś	mOks+
mol	mOl
molch	mOlx
moll	mOl
mop	mOp
mops	mOps
mor	mOr
morc	mOrts
mork	mOrk
most	mOst
mot	mOt
mošt	mOs`t
mri	mri
mrjo	mr*jO
mrjom	mr*jOm
mrjoš	mr*jOs`
mroc	mrOts
mrock	mrOtsk
mroj	mrOY
mrojm	mrOYm
mrojt	mrOYt
mrojł	mrOYw
mrojś	mrOYs+
mrojš	mrOYs`
mrok	mrOk
mroz	mrOs
mru	mru
mrěj	mrej
mrět	mrIt
mrěł	mrIw
mrěś	mrIs+
muc	muts
mucń	mutsJ
mudŕ	mudr*j
muf	muf
mul	mul
mulch	mulx
mumps	m}mps
murks	m}rks
mus	mus
mut	mut
mutk	mutk
mutń	mutJ
muŕ	mur*j
muś	mus+
muš	mus`
muž	mus`
my	m3/*+
myck	m3/*+tsk
myj	m3/*+j
myk	m3/*+k
mysl	m3/*+sl;
myt	m3/*+t
mył	m3/*+w
myś	m3/*+s+
myš	m3/*+s`
móc	mEts
móct	mEtst
mócń	mEtsJ
módŕ	mEdr*j
mógł	mEk
mój	mej
mól	mEl
mórc	mErts
mórź	mErs+
mórž	mErs`
mós	mEs
móst	mEst
mósć	mEsts+
mótk	mEtk
móŕ	mEr*j
mě	mI
měch	mIx
měj	mej
měkc	mIkts
měr	mIr
měrc	mIrts
měs	mIs
měst	mIst
mět	mIt
měł	mIw
měłk	mIwk
měń	mIJ
měńk	mejNk
měŕ	mIr*j
měś	mIs+
měšk	mIs`k
měź	mIs+
mła	mwa
młach	mwax
młam	mwam
młow	młow
młoś	mOs+
młośc	mOs+ts
młošk	mOs`k
młoź	mOs+
młu	mwu
mły	mw3/*+
młyn	mw3/*+n
młynk	mw3/*+Nk
mša	ms`a
mšach	ms`ax
mšam	ms`am
mše	ms`E
mšow	ms`ow
mšu	ms`u
mšy	ms`3/*+
na	na
nac	nats
nad	nat
naIm	naIm
naIs	naIs
naIś	naIs+
naIź	naIs+
nam	nam
nan	nan
nank	naNk
narś	nars+
nas	nas
nasc	nasts
nałp	nawp
naŕ	nar*j
naś	nas+
naš	nas`
ned	nEt
nerc	nErts
nerk	nErk
nerw	nErf
nic	Jits
nich	Jix
nicht	Jixt
nim	Jim
nimc	Jimts
niś	Jis+
nišk	Jis`k
niž	Jis`
nižk	Jis`k
njas	Jas
njast	Jast
njasć	Jasts+
njasł	Jas
nje	JE
njen	JEn
njo	JO
njok	JOk
njom	JOm
nju	Ju
no	nO
noc	nOts
nokś	nOks+
nop	nOp
nopk	nOpk
nos	nOs
nosk	nOsk
not	nOt
now	now
nož	nOs`
nuc	nuts
nul	n}l
nunw	nunw
nutś	nuts+
nutśk	nuts+k
nuŕ	nur*j
nuź	nus+
nyks	n3/*+ks
ně	JI
něcht	JIxt
něnt	JInt
nět	JIt
o	O
och	Ox
ohm	owm
ow	ow
pac	pats
pach	pax
pacht	paxt
pad	pat
paf	paf
pah	pa:
pak	pak
paks	paks
pakt	pakt
pal	pal
palc	palts
par	par
parch	parx
park	park
part	part
pas	pas
pask	pask
pasm	pasm
past	past
pasć	pasts+
pasł	pas
pat	pat
paw	paw
pawk	pawk
pałc	pawts
paŕ	par*j
paš	pas`
pcha	pxa
pchach	pxax
pcham	pxam
pchow	pxow
pchu	pxu
pchy	px3/*+
peng	pENk
pep	pEp
perm	pHErm
pick	pitsk
pif	pif
pij	pi
pik	pik
pilń	pilJ
pimpf	pH1mpf
pink	piNk
pintś	pints+
pit	pit
pił	piw
piś	pis+
piš	pis`
pišć	pis+ts+
pjac	pjats
pjact	pjatst
pjakł	pjak
pjas	pjas
pjelc	pe*^Elts
pjelch	pe*^Elx
pjelsń	pe*^ElsJ
pjepŕ	pe*^Epr*j
pjer	pe*^Er
pjerd	pe*^Ert
pjerdk	pe*^Ertk
pjerš	pe*^Ers`
pjeršk	pe*^Ers`k
pjerź	pe*^Ers+
pjeń	pe*^EJ
pjeńk	pejNk
pjeŕ	pe*^Er*j
pla	pla
plac	plats
plach	plax
plack	platsk
plam	plam
plamp	plamp
plan	plan
plandŕ	plandr*j
plast	plast
plasć	plasts+
plat	plat
platł	plat
platś	plats+
plawc	plawts
plał	plaw
plaś	plas+
plebs	plEps
plej	plej
pleś	pl*jEs+
pleź	pl*jEs+
pli	pli
plic	plits
plinc	plints
plitś	plits+
pliš	plis`
plišć	plis+ts+
plojl	plOYl
plon	plOn
plot	plOt
plow	plow
plump	plump
plumps	plumps
plus	pl}s
plut	plut
plyš	pl3/*+s`
plěch	plIx
plěj	plej
plěsń	plIsJ
plět	plIt
plěł	plIw
plěś	plIs+
plěšk	plIs`k
pnja	pJa
pnjach	pJax
pnjam	pJam
pnje	pJE
pnjom	pJOm
pnjow	pJow
pnju	pJu
pol	pOl
pomp	pHOmp$
pomsć	pOmsts+
pond	pOnt
pop	pOp
port	pOrt
post	pOst
poł	pow
połk	powk
połń	powJ
prach	prax
pram	pram
prask	prask
prat	prat
prał	praw
prańc	praJts
praś	pras+
praš	pras`
prim	prim
princ	pr1nts$
pro	pro
proc	prOts
proch	prOx
prog	prOk
proj	prOY
projm	prOYm
projt	prOYt
projł	prOYw
projś	prOYs+
projš	prOYs`
promšt	prOms`t
prop	prOp
pros	prOs
prozń	prOzJ
proš	prOs`
prošk	prOs`k
prud	prut
pryšć	pr3/*+s+ts+
prě	prI
prěc	prIts
prěch	prIx
prědk	prItk
prěj	prej
prět	prIt
prěł	prIw
prěś	prIs+
psa	psa
psach	psax
psalm	psalm
psam	psam
psaŕ	psar*j
psom	psOm
psow	psow
pstrug	pstruk
psu	psu
psy	ps3/*+
psyck	ps3/*+tsk
psyk	ps3/*+k
ptašk	tas`k
pu	pu
pub	pup
puch	pux
puf	puf
puj	puj
puk	puk
pulk	pH}lk$
puls	pH}ls$
pult	pH}lt$
pumps	pH9mps$
pums	pH9ms
punk	paNk$
punt	punt
punš	puns`
pup	pup
pupk	pupk
pur	pur
pusć	pusts+
putš	puts`
puś	pus+
pušć	pus+ts+
puź	pus+
pych	p3/*+x
pysk	p3/*+sk
pyt	p3/*+t
pyŕ	p3/*+r*j
pyšń	p3/*+s`J
pó	pE
pód	pEt
pójm	pEIm
pójś	pEIs+
pójź	pEIs+
pón	pEn
pór	pEr
pórk	pErk
pósć	pEsts+
pózdź	pEsts+
póšk	pEs`k
pěsk	pIsk
pěsć	pIsts+
pěsń	pIsJ
pětk	pItk
pětš	pIts`
pěń	pIJ
pěś	pIs+
pěšk	pIs`k
pěź	pIs+
płac	pwats
płack	pwatsk
płat	pwat
płatk	pwatk
pław	pwaw
płaś	pwas+
płašć	pwas+ts+
płod	pwOt
płot	pwOt
płotk	pwOtk
płoń	pwOJ
płoś	pwOs+
płoš	pwOs`
płoź	pwOs+
płuc	pwuts
płun	pwun
pśa	ps+a
pśec	ps+Ets
pśed	ps+Et
pśejm	ps+ejm
pśejś	ps+ejs+
pśejź	ps+ejs+
pśerdž	ps+Erdz`
pśez	ps+Es
pśi	ps+i
pśim	ps+im
pśimk	ps+imk
pśist	ps+ist
pśiś	ps+is+
pśiź	ps+is+
pśědł	ps+It
pśěg	ps+Ik
pśěst	ps+Ist
pśěsć	ps+Ists+
pśětš	ps+Its`
pśěź	ps+Is+
pšaw	ps`aw
pšaž	ps`as`
pše	ps`E
pšec	ps`Ets
pšos	ps`Os
pšosć	ps`Osts+
pšudł	ps`ut
pšut	ps`ut
pšutk	ps`utk
pšuž	ps`us`
rac	rats
rack	ratsk
rad	rat
radc	rats
raI	raI
raIch	raIx
raIk	raIk
raIs	raIs
rak	rak
ram	ram
ramš	rams`
ran	ran
ranch	rEntS
rang	raNk
rank	raNk
rap	rap
raps	raps
ratś	rats+
raz	ras
rań	raJ
rańc	raJts
raź	ras+
raźc	ras+ts
rdžach	dz`ax
rdžat	dz`at
rdžał	dz`aw
rdžaś	dz`as+
rdže	dz`E
rdžeń	dz`EJ
rdžy	dz`3/*+
rdžym	dz`3/*+m
rdžyš	dz`3/*+s`
re	re$
res	res$
reš	rEs`
rešk	rEs`k
rež	rEs`
ric	rits
rick	ritsk
riff	r1f$
rik	rik
rink	riNk
rips	rips
riz	ris
riś	ris+
rjac	r*jats
rjact	r*jatst
rjag	r*jak
rjakł	r*jak
rjek	r*jEk
rjuz	r*jus
rob	rOp
rock	rOk$
rod	rOt
rog	rOk
roj	rOY
rojm	rOYm
rojt	rOYt
rojł	rOYw
rojś	rOYs+
rojš	rOYs`
roll	rOl
rop	rOp
ros	rOs
rost	rOst
rosć	rOsts+
rosł	rOs
row	row
rowk	rowk
rowń	rowJ
roń	rOJ
rošt	rOs`t
roź	rOs+
rožk	rOs`k
rub	rup
rubk	rupk
ruc	ruts
ruj	ruj
ruk	ruk
rum	rum
rumk	rumk
rump	rump
run	run
rus	rus
rut	rut
ruł	ru
ruś	rus+
ruš	rus`
rušk	rus`k
ryj	r3/*+j
ryjń	r3/*+jJ
rym	r3/*+m
rymp	r3/*+mp
rys	r3/*+s
ryst	r3/*+st
ryt	r3/*+t
rytm	r3/*+tm
rył	r3/*+w
ryś	r3/*+s+
rěc	rIts
rěch	rIx
rěd	rIt
rědc	rIts
rědk	rItk
rědń	rIdJ
rěp	rIp
rěpc	rIpts
rěz	rIs
rězbń	rIzbJ
rězń	rIzJ
rěš	rIs`
rěž	rIs`
ržach	z`ax
ržam	z`am
ržow	z`ow
ržu	z`u
ržy	z`3/*+
sack	satsk
sad	sat
sadł	sat
saIź	saIs+
sak	sak
sam	sam
santŕ	santr*j
scach	stsax
scat	stsat
scał	stsaw
scańc	stsaJts
scaś	stsas+
sce	stsE
sceš	stsEs`
schni	sxJi
schnjech	sxJEx
schnjo	sxJO
schnjom	sxJOm
schnjoš	sxJOs`
schnu	sxnu
schnut	sxnut
schnuł	sxnu
schnuś	sxnus+
schop	sxOp
schow	sxow
schowk	sxowk
schrom	sxrOm
schrop	sxrOp
schwal	sxwal
schwja	sxwja
schwjach	sxwjax
schwjat	sxwjat
schwjał	sxwjaw
schwjaś	sxwjas+
schwjej	sxwej
schyl	sx3/*+l
schód	sxEt
schójź	sxEIs+
schłošć	sxwOs+ts+
schłoź	sxwOs+
scotch	skOtS
scy	sts3/*+
scym	sts3/*+m
scynt	sts3/*+nt
scyń	sts3/*+J
scyš	sts3/*+s`
se	sE
sec	sEts
seck	sEtsk
sect	sEtst
sedk	sEtk
sedł	sEt
sej	sej
sejc	sejts
sejm	sejm
sejź	sejs+
seks	sEks
sekt	zEkt$
sekł	sEk
sem	sEm
sen	sEn
serp	sErp
set	sEt
sew	sEw
seł	sEw
seń	sEJ
seŕ	sEr*j
seś	sEs+
sfinks	sf1Nks
shirt	S1rt
shop	SOp
shorts	SOrts
show	Sow
shrimp	Sr1mp
skal	skal
skalp	skalp
skamc	skamts
skams	skams
skap	skap
skawt	skawt
skaz	skas
skazń	skazJ
skaž	skas`
sker	sk*jEr
skeč	skEt​S
skiff	sk1f
skin	skin
skiš	skis`
skjarc	skjarts
skjarž	skjars`
sklap	sklap
sklij	skli
sklimp	sklimp
skliń	skliJ
skluc	skluts
skluź	sklus+
sknap	sknap
sknic	skJits
sknoŕ	sknOr*j
skok	skOk
skont	skOnt
skop	skOp
skopc	skOpts
skopk	skOpk
skot	skOt
skript	skr1pt
skrjac	skr*jats
skrjuz	skr*jus
skrotc	skrOts
skrub	skrup
skruž	skrus`
skub	skup
skull	sk}l
skunk	sk}Nk
skunks	sk}Nks
skuŕ	skur*j
skuš	skus`
skwist	skwist
skwisć	skwists+
skwitł	skwit
skwiś	skwis+
skóc	skEts
skóck	skEtsk
skót	skEt
skóz	skEs
skóńc	skEJts
skład	skwat
składk	skwatk
składł	skwat
skłast	skwast
skłasć	skwasts+
skłaź	skwas+
skłoj	skwOY
skłojch	skwOYx
skłojm	skwOYm
skłojt	skwOYt
skłojś	skwOYs+
skłojš	skwOYs`
skłoń	skwOJ
skłoś	skwOs+
skśic	sks+its
skśiw	sks+iw
skšuś	sks`us+
skšy	sks`3/*+
skšych	sks`3/*+x
skšyj	sks`3/*+j
skšyt	sks`3/*+t
skšył	sks`3/*+w
skšyś	sks`3/*+s+
slach	slax
slam	slam
slang	slENk
slin	slin
slip	slip
sliń	sliJ
slobr	slObr
slow	slow
slum	slam
slums	slams
slě	slI
slěc	slIts
slěct	slItst
slěd	slIt
slědk	slItk
slěkł	slIk
slěp	slIp
slěpc	slIpts
slěz	slIs
slěź	slIs+
smal	smal
small	smOl$
smarc	smarts
smart	smart
smarž	smars`
smaržk	smars`k
smash	smES
smaž	smas`
smej	smej
smeš	smEs`
smjat	smjat
smjał	smjaw
smjaś	smjas+
smjej	smej
smjejk	smek
smjerś	sme*^Ers+
smjerź	sme*^Ers+
smog	smOk
smu	smu
smuź	smus+
smy	sm3/*+
smyck	sm3/*+tsk
smyk	sm3/*+k
smysł	sm3/*+s
smól	smEl
smě	smI
směch	smIx
směj	smej
směr	smIr
smět	smIt
směł	smIw
směŕ	smIr*j
směś	smIs+
směš	smIs`
směšk	smIs`k
snack	snEk
snaź	snas+
sni	sJi
snic	sJits
snim	sJim
snit	sJit
snił	sJiw
sniś	sJis+
sniš	sJis`
snja	sJa
snjach	sJax
snjam	sJam
snjow	sJow
snju	sJu
snob	snOp
snop	snOp
snopk	snOpk
snuch	snux
sně	sJI
sněg	sJIk
sněś	sJIs+
sněžk	sJIs`k
sob	sOp
sock	sOtsk
sodł	sOt
sok	sOk
sol	sOl
som	sOm
son	sOn
song	sON$
soń	sOJ
spac	spats
spach	spax
spad	spat
spal	spal
spar	spar
sparń	sparJ
spat	spat
spał	spaw
spańc	spaJts
spaŕ	spar*j
spaś	spas+
spe	spe$
spez	spEs
spi	spi
spim	spim
spink	spiNk
spis	spis
spiw	spiw
spiwk	spiwk
spiš	spis`
spjac	spjats
spjact	spjatst
spjakł	spjak
splast	splast
splasć	splasts+
splatł	splat
spleś	spl*jEs+
splint	Spl1nt$
splě	splI
splěch	splIx
splěj	splej
splět	splIt
splěw	splIw
splěł	splIw
splěś	splIs+
spni	spJi
spnjo	spJO
spnjom	spJOm
spnjoš	spJOs`
spnu	spnu
spně	spJI
spněch	spJIx
spněj	spnej
spnět	spJIt
spněł	spJIw
spněś	spJIs+
sport	SpOrt$
spot	spOt
społ	spow
sprint	Spr1nt$
sprit	Spr1t$
sprjosk	spr*jOsk
sprochn	sprOxn
sproj	sprOY
sprojch	sprOYx
sprojm	sprOYm
sprojt	sprOYt
sprojł	sprOYw
sprojś	sprOYs+
sprojš	sprOYs`
sproš	sprOs`
spryšć	spr3/*+s+ts+
sprě	sprI
sprěch	sprIx
sprěj	sprej
sprět	sprIt
sprěł	sprIw
sprěś	sprIs+
spuch	spux
spurt	Sp}rt
spusć	spusts+
spušć	spus+ts+
spód	spEt
spódk	spEtk
spójś	spEIs+
spójź	spEIs+
spót	spEt
spóz	spEs
spóŕ	spEr*j
spóś	spEs+
spě	spI
spěch	spIx
spěj	spej
spět	spIt
spěł	spIw
spěś	spIs+
spěš	spIs`
spěšń	spIs`Ji$
spła	spwa
spłac	spwats
spłach	spwax
spłam	spwam
spław	spwaw
spłaś	spwas+
spło	spwO
spłom	spwOm
spłow	spwow
spłoš	spwOs`
spłoź	spwOs+
spłu	spu
spłuń	spuJ
spśěg	sps+Ik
spšaw	sps`aw
spšaž	sps`as`
spšosć	sps`Osts+
spšuž	sps`us`
srac	srats
srack	sratsk
sralc	sralts
srat	srat
srał	sraw
sraś	sras+
srjejź	srejs+
srjejźk	srejs+k
srěb	srIp
srěbc	srIpts
srěbk	srIpk
srědk	srItk
srěš	srIs`
sta	sta
stab	stap
stach	stax
staI	staI
stal	stal
stam	stam
stan	stan
stank	staNk
star	star
starc	starts
stark	stark
start	Start$
stat	stat
statk	statk
staw	staw
stawk	stawk
stał	staw
stań	staJ
staś	stas+
stej	stej
step	stEp
ster	stEr
sterg	stErk
stick	st1k$
stil	stil
stint	st1nt$
stka	stka
stkach	stkax
stkaI	stkaI
stkat	stkat
stkał	stkaw
stkaś	stkas+
sto	stO
stob	stOp
stoc	stOts
stock	stOtsk
stog	stOk
stoj	stOY
stojm	stOYm
stojš	stOYs`
stok	stOk
stom	stOm
stop	StOp$
stow	stow
stoł	stow
stołk	stowk
stoń	stOJ
stoŕ	stOr*j
stožk	stOs`k
stra	stra
strach	strax
straI	straI
stras	stras
strat	strat
strał	straw
straś	stras+
stres	StrEs$
stretch	strEts`$
stretš	strEts`
string	str1N$
strip	str1p$
strow	strow
strowk	strowk
stroń	strOJ
strus	strus
strusk	strusk
strě	strI
strěch	strIx
strěj	strej
strět	strIt
strěł	strIw
strěś	strIs+
stu	stu
stuk	stuk
stunt	stant
stup	stup
stupk	stupk
stur	stur
stuź	stus+
stuž	stus`
stwark	stwark
stwaŕ	stwar*j
stwjerś	stwe*^Ers+
stwoł	stwow
stwórc	stwErts
stwórtk	stwErtk
stwóŕ	stwEr*j
styk	st3/*+k
stys	st3/*+s
stysk	st3/*+sk
stěl	stIl
stła	stwa
stłach	stwax
stłaI	stwaI
stłat	stwat
stłał	stwaw
stłaś	stwas+
stłoc	stwOts
stłuc	stwuts
stłuct	stwutst
stłukł	stwuk
stłusć	stwusts+
stśack	sts+atsk
stśap	sts+ap
stśig	sts+ik
stśěl	sts+Il
stśělc	sts+Ilts
stśělk	sts+Ilk
stśěs	sts+Is
stśěst	sts+Ist
stśěsć	sts+Ists+
stśěsł	sts+Is
stśěž	sts+Is`
stšu	sts`u
stšuch	sts`ux
stšuj	sts`uj
stšut	sts`ut
stšuł	sts`u
stšuś	sts`us+
su	su
suck	sutsk
sud	sut
sudk	sutk
suk	suk
sund	z}nt$
sup	sup
suš	sus`
suź	sus+
swack	swatsk
swak	swak
swat	swat
swaŕ	swar*j
swid	swit
swinc	swints
swing	sw1N$
swit	swit
switk	switk
swiń	swiJ
swińc	swiJts
swjerb	swe*^Erp
swój	swEI
swójźb	swEIs+p
swóś	swEs+
swědr	swIdr
swědŕ	swIdr*j
swět	swIt
swětk	swItk
swětł	swIt
